	eng	kor
8	Oh please forgive me, I was wrong	 Oh please forgive me, I was wrong
9	Whatever I do, I feel like going crazy	 그래 뭘 하던 미치겠어
10	When I’m sitting on the stairs, when I hear your voice	 계단에 앉을 때 너를 들을 때마다
11	I remember you every day	 나는 너를 기억해 매일매일
12	If only I can turn time back to when we were in love	다시 우리가 사랑할 때로 시간이 돌아간다면
13	If only I could see you again	너를 볼 수 있다면
14	I’m praying every day so I can go back	매일매일 기도한다고 그때로 돌아가라고
15	Though I know I can’t	안 되는 걸 알면서
16	Like this, I	이렇게 난
17	Every day, like a fool	매일매일매일 바보처럼
18	Every day, till I lose my voice	매일매일매일 목쉬도록
19	Every day, I call out to you	매일매일매일 또 부르고
20	Every day, I wait for you	매일매일매일 널 기다려
21	You’re the sea, I’m jumping in, I don’t need to come out	Yeah 넌 바다야 난 뛰어들어 못 헤어 나와도 돼
22	I’m gonna die baby, because of you, I run out of breath	 I’m gonna die baby 너로 인해 이제 숨 가쁘게 돼
23	When I’m alone, I’m like a domino	 When I’m alone 난 Domino 같아
24	I tried taking you out again	 괜히 꺼내보려 해서 다시
25	So I cried all night	온몸으로 오열했던 밤 Yeah
26	Don’t hide the falling tears	흐르는 눈물 가리지 마
27	Come into my arms, it’s alright	 내 품에 안겨 괜찮아
28	Flowers bloom and wither	꽃이 피고 지고
29	They bloom again and the seasons change	다시 피고 계절이 바뀌어도
30	But our love will last forever	우리 사랑은 영원할 거라고
31	I’ll promise you one thing	하나만 약속할게
32	Till the day we meet again	 다시 만나는 그날까지
33	Let our hearts never change	 이 마음 변하지 않기
43	If I meet you again some day	언젠가 널 다시 만난다면
44	I wanna tell you this	 말하고 싶어 꼭 하고 싶어 Yeah
45	Instead of being separate, you and I	너와 나 아닌 우리로
46	Can’t we go back to being us?	 돌아갈 수 있을까
47	Will we really be able to go back?	정말 돌아갈 수 있을까
1	You are in full blossom	 You are in full blossom
2	Just hold me tight	 Just hold me tight
3	Acting like I’m just a close friend	그냥 친한 친군 척
4	Like I’m just a guy friend	 남자 사람 친군 척
5	As I continue to linger near you	 니 주위를 계속 맴돌기만 해
6	We see each other every day	매일 보는 사인데
7	But why are my cheeks getting red?	 왜 볼 빨개지는데
8	It’s weird, I can’t even talk, what’s wrong with me?	 이상해 말도 못 해 나 왜 이래
10	I lose my focus when I’m next to you	 중심을 잃어버려 니 옆에선 나도
11	Like looking at a blossom again, you’re different from yesterday	 다시 본 blossom 어제와는 다르죠
12	Sometimes, I get tired when I think of you	 또 가끔은 지쳐 너를 생각하면
13	But that much I can risk, I’ll be a daydreamer	 그쯤은 감수해 I’ll be a daydreamer
14	Risky and dangerous, you play with my heart	아슬아슬 위험하게 내 맘 갖고 노는데
15	What do I do? My feelings keep growing	 나 어떡해야 해 더 커져가고 있는데
17	You’re my flower	너는 나의 꽃이야
18	You’re my spring	너는 나의 봄이야
19	Because you keep blooming	계속 피어나니까
20	I can’t handle it, what do I do?	감당 안 돼 어떡해 나
21	Now I’m here	이제부터는 내가 있잖아
22	I’ll always embrace you	안아줄 거야 언제나
23	Ever since we first met, you’re my flower	처음 만난 그 순간부터 넌 나의 꽃이야
24	You’re my flower	나의 꽃이야
25	Why are you my flower (why why)	왜 넌 나의 꽃이야 (왜왜)
26	Why am I a klutz only in front of you (baby)	 니 앞에서만 몸치야 (baby)
27	Your voice sweetly flows with the wind	 니 목소리가 달콤하게 바람에 날려
28	Hold me, I’m going crazy, me like yuh	 날 끌어안아 줘 난 미쳐 바라 me like yuh
30	I’m smiling over the phone	 난 미소를 짓네 전화기에
31	I’m clicking on the shutter of my eyes when I see you	 널 담아 눈으로 찰칵 셔터
32	Your gallery is in my head	 너의 갤러리 In my head
33	We’ve already crossed a line	금지된 선을 이미 넘은 듯
34	Like we’ve drank something	 금단의 술을 마신 듯
35	We weren’t supposed to	 너에게 빠져들어 이미 취했어
46	I want you, I can’t express this all with words	널 가지고 싶어 다 표현 못 해
47	My lips won’t move how I want	 입술이 맘대로 움직이질 않네
48	I only have you, it’s all in Andromeda	없어 너밖에 다 안드로메다에
49	Come closer, I hope my heart reaches your heart	 Come closer 내 맘이 니 맘에 닿길
50	I’ll go forward without regrets	후회 없이 직진해
3	Do you feel the same way? So I’m in love	너도 같은 기분일까 So I’m in love
6	Oh my, am I allowed to feel like this?	어머 이래도 되는지 싶어 (Aha)
7	Because of you, every day is so nice	그래 너 때문에 매일 즐거워
8	Though it seems like I’m rushing it baby	조금 서두르는 것 같아도 Baby
11	My heart drops, so sweetly	심장이 훅 내려앉게 달콤해
12	Sometimes, I worry that I’ll get hurt	가끔은 상처받을까 걱정돼
13	I won’t be able to know everything from the start	처음부터 모든 걸 알 순 없겠지
14	But I want to give it a shot	하지만 난 다 던져볼래
15	Such a breathtaking feeling	자꾸 아찔한 이 느낌
16	A dangerous feeling	위험한 이 느낌
17	Hold tight to my hand, I want you	내 손을 꼭 잡아 줘 I want you
18	So I won’t shake, with more passion	흔들리지 않게 조금 더 뜨겁게
19	Hug me tighter	나를 꼭 더 안아줘
20	You’re a roller coaster ooh ahh	넌 Roller coaster ooh ahh
24	When you stare at me, my heart trembles	빤히 바라볼 때 가슴이 떨려
25	I try to act like I’m not, but it’s obvious	아닌 척 해봐도 뻔히 다 걸려
26	Even though I don’t say it, you already know	내가 먼저 말하지 않아도 이미 다 알아
27	You feel the same way as me	넌 내 맘과 같아 (Aha)
28	I wonder if this is too fast	너무 빠른 건 아닐까 싶어 (Aha)
29	But because of you, each day feels so new	근데 너 때문에 매일 새로워
30	Even if I’m rushing it, close your eyes baby	조금 서툴러도 눈 감아줘 Baby
33	Like time has stopped, so sweet	시간이 멈춘 것처럼 달콤해
34	Sometimes, I worry that you’ll leave me	갑자기 날 떠날까 봐 걱정돼
46	My love, you found me	어쩌다 찾아온 내 사랑
48	I hope this isn’t just a dream	모든 게 꿈이 아니기를
52	(You’re a roller coaster)	(넌 Roller coaster baby)
1	Cause you’re my better half	 Cuz you’re my better half
3	I still love you, hey ma	 I still love you, hey ma
4	Ain’t no doubt, I’ll tell you something	 Ain’t no doubt, I’ll tell you something
5	As if I was shocked by love	사랑에 감전 된 듯 이 떨리는
6	This trembling feeling makes everything vague	 감정의 모든 것들은 희미해져
7	I set my focus on you	 내 초점은 그대에게 맞춰
8	Your unreachable heart makes my heart tear	 닿지 않는 니 맘 가슴에 눈물이 맺혀
9	Key’s gonna open, if I just have you, it’s heaven	Key’s gonna open 너만 있다면 Heaven
10	I’ve said it many times, I’m different	 몇번 말했잖아 니가 알고 있는 헤픈
11	From those easy guy that you know	 남자들과는 난 다르다고 똑바로 봐
12	Look straight at my picture book that’s only for you	 너만을 향한 나의 순애보
13	I stupidly touch your Facebook, you’re smiling	미련하게 너의 Facebook touch 넌 웃고 있어
14	Let this love begin, this tangled up emotion	Let this love begin 이렇게 엮인
15	Formed and is stuck deep in my heart	 감정 깊게 박혀 가슴에 맺힌
16	I’m just dragging to the next page, I’m crying	다음 페이지로 Just dragging 난 울고 있어
17	Let you come near, if I take you out, I’m a missing child	Let you come near 너를 빼면 미아
18	Even if I stand a the edge of a cliff, it’s still only you	 벼랑 끝에 서도 오직 너뿐이야
19	Love just has to go on	사랑은 꼭 계속 돼야만 해요
20	As I go closer, you get even further away	다가설수록 더 멀어져
21	As I go closer, leaning on the sunlight	햇살에 기대어 다가설수록
22	You become more hidden	 더욱 가려지는 너
24	I’m getting tired of waiting, even if I go crazy, I bear it	기다림에 지쳐 난 미쳐도 버텨
25	With the faith that I’ll have you, I endure it again	 널 갖겠다는 신념으로 또 견뎌
26	Should I end it about now? Ha, no way	이쯤에서 끝내 Ha 어림 없어
27	I’m like a stone that stays by your side forever	 난 마치 니 곁을 굳게 버티는 목석
28	Although I try to forget you, a life without you is	널 잊으려해도 니가 없는 삶은
29	Beethoven without music, a completely jammed expressway	음악을 뺀 베토벤 꽉 막힌 아우토반
30	Although I try to erase you, a life without you is	널 지우려해도 니가 없는 삶은
31	Picasso that quits painting, a magic with the trick figured out	그림을 접은 피카소 트릭을 들켜버린 마술
35	I’m just dragging to the next pace, I’m crying	다음 페이지로 Just dragging 난 울고 있어
43	I wanna be with you, only you	 I wanna be with you, only you
44	As always, my heart is the same	 여전히 내 맘은 이렇게 똑같애
45	I still left my shoulder open for you	 변함없어 널 위해 비워둔 어깨
46	My heart that you’re clenching	나 움켜 쥐고 있는 그대만의
47	Is yours alone, is still beating for you	 나의 왼쪽 가슴은 여전히 널 향해
48	Even if I throw and throw away	 내 모든걸 버리고 버려도
49	Everything of mine, I only need you	 너만 있으면 돼
50	I wish for everything from you	 그대 모든걸 바래고 바란다면
51	And if you want something, I’ll give it all to you	 너에게 다 줄게
56	Love just has to go on	사랑은 꼭 계속 돼야만 해요 (계속 돼야만 해요)
57	As I go closer, you get even further away	다가설수록 더 멀어져 (Yeah yeah whoa)
58	As I go closer, leaning on the sunlight	햇살에 기대어 다가설수록 (Oh no)
59	You become more hidden	[온/종] 더욱 가려지는 너
0	When we were young, you were short and skinny	어릴 때 넌 키도 작고 빼빼 말랐지
1	Do you remember?	기억나
2	I knock, I liked you	 난 knock 그런 니가 괜히
3	So I tried knocking	 맘에 들어 두드려보지만 yeah
4	Teasing you mercilessly was how I expressed my feelings	 짓궂게 놀려주는 게 나름 나의 맘이었는데
5	Why don’t you know	 Why don’t you know
6	Then we graduated (but these days)	 그런 채로 졸업식 (but these days)
7	Where do I keep	너의 소식이
8	Hearing about you?	어디서 타고 오는 건지
9	You’ve grown so tall now	훌쩍 커버린
10	Why do you look so handsome now?	너는 왜 땜에 멋진 건지
11	Your posts that pop up on my timeline	내 timeline에 나타나는 너의 시간이
12	Take away all of my time, yeah	내 시간을 다 훔쳐가 yeah
14	When I meet you	나 너를 만나면
15	I’m gonna tell you, when we were young	그 어릴 때 뭐 모를 때
16	When we didn’t know anything, I liked you	사실 널 좋아했다고
17	That whenever I saw you	말해줄 거야 괜히 널 보면
18	I acted mean to you for no reason	못되게 굴었었다고
19	I’ll tell you so will you go back to that day	 말해줄 거야 너도 그 날로
20	And be honest with me too?	돌아가 솔직해줄래
21	When we were young, you were timid and quiet	어릴 때 넌 숫기 없고 조용했었지
23	But every time you spoke	 근데 어쩜 하는 말마다
24	You spoke so nicely	왜 그렇게 예쁘게 하는데
25	Now I can’t tease you anymore, your shoulders are so broad	 이제는 놀릴 수 없이 커져버린 너의 어깨가
26	It makes my heart flutter	 날 설레게 해
27	It looks so warm	따뜻할 것 같아
36	Am I longing for the days when I liked you?	널 좋아했던 그때가 그리운 걸까
37	Or am I still feeling that way right now?	 아님 지금도 떨리는 걸까 yeah
38	You’re walking over here, my body is frozen	 너가 걸어오고 있어 몸이 얼어붙어
39	I can’t say anything	아무 말도 못 하겠어
41	When the white snow falls	흰 눈이 내리면
42	I’m gonna tell you that	난 아직도 널 보는 게
43	My heart is pounding	사실 두근거린다고
44	That when I see you	 말해줄 거야 이제 널 보면
45	I’ll smile for you	예쁘게 웃어준다고
0	All my girls, always be careful of men	All my girls 언제나 남자를 조심해
1	Since you’re so naive	 넌 너무 어리숙해서
2	You open up to anyone	누구든 마음을 열어주잖아
3	Even when flowers bloom, the world is a bit dark	 꽃 피는 것도 세상이 좀 어둡더라도
4	But you smile widely	어린 소녀처럼
5	Like a young girl	 환하게 웃어 주니까
6	Oh gosh, but it’s weird, my heart keeps wavering	Oh gosh, 근데 이상해 마음이 자꾸 흔들려
7	I’m a good obedient kid	 나 말 잘 듣는 착한 앤데
8	I won’t do it, I won’t do it, oh I will	 안되는데, 안되는데, oh 되는데
9	Like fire, when the light is on	Like fire 불빛이 켜지면
10	The whole world gets warmer, I can’t stand it	온 세상이 따뜻해져서 견딜 수 없어
11	Like fabular, like a novel	Like fabular 소설처럼 나
