	eng	kor
19	It may sound childish but please wait to see it with me	조금 유치해도 참고 나랑 봐줘
20	What do you like? Tell me anything	넌 뭐가 좋아 뭐든지 말해 봐
21	If I’m with you, I don’t care where we go	너와 함께면 난 어디라도 좋아
30	Call me if something bad happens (All night)	전화해 너가 나쁜 일이 있을 때 (All night)
31	Call me if something good happens (Let’s talk)	전화해 너가 기쁜 일이 있을 때 (Let’s talk)
32	Call me if something sad happens (All night)	전화해 너가 슬픈 일이 있을 때 (All night)
33	Call me even if nothing happens (Oh oh)	전화해 그냥 아무 일이 없을 때도 (Oh oh)
34	Without anyone knowing, just us two	아무도 모르게 둘이
35	We’re talking	서로의 얘길 해 숨이
36	Till we run out of breath	찰때까지 바쁘지
37	Your stories, my stories, our stories	너 얘기 내 얘기 우리 얘기
38	Instead of talking, I’ll listen	내가 말을 하기 보단 얘길 들어 줄게
39	Will you relate with me and laugh along?	내 이야기처럼 공감하고 웃어 줄래
40	Time goes too quickly when we’re on the phone	너무 빨리 가는 시간 우리 통화할 때는
41	We have to watch out, it’ll be dawn before we know it	각오해야 해 어느덧 새벽
42	Your voice sounds so handsome over the phone	너 전화 목소리가 멋있는 것 같아
43	I hear it every day and I wanna hear it more	매일 들을수록 더 듣고 싶어져
44	Tell me how you feel	너도 말해 봐 너의 그 마음을
45	I wanna show off how beautiful our love is	자랑하고 싶어 How beautiful our love is
54	I don’t wanna go to sleep (Me either)	잠에 들긴 아쉬워 (나도)
55	I still have so much to say (I wanna listen)	할 얘기가 많아 아직 (듣고 싶어)
56	I wanna talk to you till the sun comes up (Talk all night)	전화할래 해가 뜰 때까지 (Talk all night)
57	I wanna hear more of your stories	너 얘길 더 듣고 싶어 아직
59	Let’s talk a bit more	조금 더 얘기해
60	Don’t fall asleep yet	아직은 잠들지 마
61	Whisper to me (All night)	속삭여 줘 (All night)
62	Even the little things (Till sun goes down)	사소한 얘기도 (Till sun goes down)
64	Let’s sleep a little later	조금 이따 잠들자
0	Even if you don’t try that hard to know	쥐어짜지 않아도 알 사람들은 알아
1	If you know, you know, they already know	They already know yeah
2	Goosip gossip, as if it’s the truth	Gossip gossip 마치 사실
3	As if that’s everything, they all talk	마치 전부인 양 다들 떠들어 Oh
4	I have no desire to adjust myself	불편한 사람들 맞출 생각 없어
5	To people I’m uncomfortable with, I’ll just be a bitch	그냥 되게 버릇없는 女
6	TV, variety, ads, pictorials, album,	TV 예능 광고 화보 앨범
7	Concerts, events, tours, I’m a busy body	공연 행사 투어 난 바쁜 몸
11	I’m a flying venture	난 날아다니는 벤처
15	They love to hate me cause I Keep it real y’all	They love to hate me cause I keep it real y’all
16	You’re all jealous, you already lost	너넨 부러워하네 이미 진 거
17	Calling calling Jessi, everyone trying to recruit me	Calling calling Jessi 섭외해 모두
18	No matter how hot I am, I’m loyal	아무리 잘나가도 나는 Loyal
19	I’m go here and there	난 여기저기 다녀 하늘에서
20	First class in the sky, a free soul	일등석 타고서 자유형
21	Wherever I go in the world	세상 어디를 가든 동양 여자로서
22	I never lack anything as an Asian woman	나는 절대 안 꿀려
24	The more you tell me not to do something	하지 말라고 할수록 나는
25	I wanna do it even more	더 하고 싶어져 Even more
26	I make your boyfriend, girlfriend go crazy	니 남친 여친 정신 털지
27	I’m an impatient unni, I’mma take it all	성질 급한 언니 I’mma take it all
31	I’m a flying venture	난 날아다니는 Venture
41	You dat B(They wanna know)	You dat B (They wanna know)
48	I have no time	시간이 없어
49	The night is deep oh yeah	밤이 깊어 Oh yeah
50	Ice ice, hurry and move	Ice ice 땡 어서 움직여
51	Why you freeze, you scared? Goddam	왜 얼어 넌 쫄아 Goddam
52	Goin’ in, just watch and see who makes it	Goin’ in 누가 될지는 두고 보면 알지
53	You can try your cute tricks, you betta man up	부려봐 재롱 You betta man up
54	I’m a brand, give me the cash	경쟁이 쎄 나라는 Brand
55	Just give me everything	Give me the cash 다 주면 돼
56	Are you ok with this?	괜찮겠어 나 이런데?
0	My unchanging heart is dreaming	변치 않는 이 맘은 Dreaming
1	Anytime, it makes my heart race	Anytime 내 가슴을 두근거리게 하네
2	Heading to the future I’ve been dreaming of	꿈꿔왔던 미래로 Heading
3	I’m prepared to overcome even the most difficult problems	어떤 어려운 문제도 이길 준비 나 돼 있어
4	Even if time spreads endlessly	시간은 무한히 펼쳐진대도
5	You know it can’t be turned back	되돌릴 수 없는 걸 알잖아
6	The story I write with my own name	내 이름으로 내가 쓰는 Story
7	There is only one of those	딱 하나밖에는 없으니까
8	Whatever anyone says	그 누가 뭐라 뭐라 말을 해도
9	I’m just going my way	그냥 나는 Going my way
10	Say say, don’t give up	[모/다] Say say, don’t give up
12	Until the day I become	언젠가 반짝반짝 빛이 나는
13	An amazing, shining version of myself	멋진 내가 될 때까지
18	Even if I take the long way around	돌고 돌아간대도
21	Time will wait for me	시간은 기다려 줘
22	The whole world is waiting	빛이 나는 내 미래를
23	For my bright future	세상이 기대하고 있어
31	Don’t hesitate, it’s just growing up	망설이지 말고 그냥 Growing up
32	Look, my heart is becoming a link between now and the future	봐봐 Now부터 Future에 Link되는 My heart
33	The beat is heating, now, moving on, moving on	Beat가 Heating 자, Moving on, moving on
34	Fighting with my weak self	약한 나와 Fighting 마음 강하게
35	If I keep going forward with strong determination	먹고서 나 계속해 나간다면
36	I will certainly break all limits	분명 한계 따위는 Break
37	Baby we’ll go now, oh let go	Baby 지금부터 간다 Oh let go
38	Even if I get compared to someone	누군가와 비교당한다 해도
39	I want to keep being myself	내 자신 지켜나가고 싶어
40	The dream I’ve cherished, a milestone	내가 아껴왔던 그 꿈 Milestone
41	As long as I keep it in my heart	이 가슴 속에 품고 있는 한
42	Even if I’m walking	만약 나 빛이 보이지도 않는
43	Inside a tunnel with no light	터널을 걷는다 해도
44	Say say, don’t give up	[사/채] Say say, don’t give up
46	I want to keep moving forward	절대 뒤돌아보지도 않고
47	Without ever looking back	앞으로 그냥 가고 싶어
52	It’s constantly changing	자꾸 변해만 가는
55	In a world like this	이런 세상 속에서
56	I’m dreaming a bigger dream	더 큰 꿈을 꾸는 내가
57	I want to change the world	세상을 바꾸고 싶어
60	Today too, ah	오늘도 내 가슴을 Ah
61	There’s no reason for the things	계속 뛰게 하는 것들엔
62	That make my heart race constantly	이유 따윈 없어
63	An impulse for tomorrow	내일을 향한 충동을
67	Say say, don’t give up	[모/다] Say say, don’t give up (Don’t give up)
69	An amazing, shining version of myself	멋진 내가 될 때까지 (Yeah)
74	Even if I take the long way around	[나/채] 돌고 돌아간대도
77	Time will wait for me	시간아 날 기다려 줘
2	Everybody here is a witness	모두 다 여긴 Witness
3	You’re acting but everyone sees you’re just as bad, criminal	넌 바른 척하는 Criminal
4	Guiltiness you feel it	찔리는 걸 You feel it
5	What are you?	너 네가 뭔데 왜
6	Why can’t you be honest?	솔직하지 못해
7	What make you so different aye?	넌 다를 건 대체 뭔데 aye
8	Bad boy yeah I guess I’m that bad boy	Bad boy 그래 난 Bad boy
9	Think what you want	생각해 네가 하고픈 대로
10	That boy I guess I’m that boy	That boy 그래 난 That boy
11	You don’t even know but you believe what you want	모르면 믿고 싶은 대로
12	Nothing ’bout me nada you don’t know	Nothing ‘bout me nada you don’t know
13	Nothing ’bout me not a thing	Nothing ‘bout me not a thing
14	The reason you talk about me isn’t in me	욕을 하는 이윤 다 있는 거야
15	But it’s in you	나 아닌 너 안에
19	body Everybody until the morning we’ll be wilding up	body Everybody 우린 아침까지 Wilding up
20	There are other things we need to worry about,	신경 쓸건 따로 아 몰라 오늘 다
21	whatever forget about it	집어치워
22	Don’t worry just turn the volume up up up	눈치 보지 말고 Volume up up up
24	Whatever anyone else we go litty dumb	누가 뭐래도 Litty dumb
27	Until we can’t stop baby stupid	갈 때까지 Baby stupid
32	Until we can’t stop baby we go	갈 때까지 Baby we go
33	Concept of being focused on	몰입하니 눈 몰리는 이치
34	Forget the pointless things and let’s charge up	시시콜콜 무료함을 완충해
35	If you feel it let’s go dumb litty	내키면 곧장 Dumb litty
36	If this song plays come get it	이 노래가 흐름 Come get it
37	Dripping now let’s grip than	Drippin’ 여기 주도권을 Grip than
38	with no worries let’s party	거리낌 허물어 Let’s go party
39	We become different according to circumstances	돌변함은 때 때에 따라
40	Whatever you feel	아무렴 어때
41	Faintly	까무러치게
42	I am just living	더불어 즐겨 사는 거지
49	Don’t worry just turn the volume up up up	터지게 더 올려 Volume up up up
60	My heart rate is going up my heart is tightening	숨이 차올라 내 심장을 죄여
61	I’m released from my chains and I wake up	이젠 풀어 나의 사슬 And I wake up
62	We go up until the morning sun comes up (Go dumb)	오늘 밤 지나 해가 뜰 때까지 계속 Up (Go dumb)
63	Tomorrow’s worries we leave in tomorrow uh	내일 일은 내일 uh
64	Let’s keep going until the end	끝이 난 듯 저질러
0	How dare you look into my clear eyes	투명한 내 눈을 감히 쳐다봐 Ah!
1	It’s so obvious what you’re thinking	딱 봐도 알겠어 뻔한 생각
2	You’re so curious but it isn’t time yet	가득 찬 네 호기심 아직 아냐
3	Can you stop caring? (No no no no)	관심 꺼둘래? (No no no no)
4	I’m not ready yet	넌 아직 준비 안 됐어
5	I know how you feel	사실 알고 싶어 네 맘
6	That electric feeling	맘이 찌릿 찌릿 삐릿 삐릿
7	Those obvious lines are so embarrassing	너무 뻔한 멘트 민망해
8	Really hate, take it slow	Really hate 천천히 해
9	Like it’s chewy	쫄깃쫄깃하게
10	Make it clear like a jelly	속이 다 비치게 Like a jelly
11	As if it’ll work but not, show me	될 듯 말 듯 내게 보여줘
12	Tick tock, time is passing	똑딱 시간은 가
13	The more it passes, the further we grow apart	그럴수록 멀어져 가
20	Treat me specially	특별하게 다뤄줘
21	So I can’t budge	날 꼼짝 못 하게
22	Treat me electrically	짜릿하게 대해줘
23	So I can fall for you at once	한눈에 반하게
24	Make it pop	아주 톡톡 튀게
25	Make my heart burn up	나를 점점 애타게 해
26	Don’t hesitate	우물쭈물 대지 말고
27	Come to me like a jelly	너 젤리처럼 내게 와
28	Nananana	나나나나나나 나
31	Chewy and sticky	쫄깃하게 쫀득하게
36	Your outside and insides are different,	겉과 속이 달라 솔직해 줄래? Ah!
37	can you be honest?	척 보면 다 알아 뻔한 생각
38	I know all your obvious thoughts with one look	투명한 내 마음에
39	I want to place you in my clear heart	너를 담아두고 싶어도
41	But I’m not ready yet	넌 아직 준비 안 됐어
58	Breathtaking in front of you	지금 네 앞에서 아찔하게
59	I keep getting nervous	점점 떨려오잖아
61	Will you make me go crazy?	날 미치게 만들어 줄래
62	I’m ready for it all	모두 준비됐어 나
82	Come to me like a jelly	너 젤리처럼 내게 와 
83	Come to me like a jelly	젤리처럼 내게 와
0	You must erase all memories of me, I’m poison	넌 내 기억을 지워야 돼 I’m poison
2	You know nothing lasts forever	영원한 건 절대 없단 걸
3	But you still can’t end this	알면서도 끝낼 수도 없어 Yeh
